order_item_id,order_date,delivery_date,item_id,item_size,item_color,brand_id,item_price,user_id,user_title,user_dob,user_state,user_reg_date,return
606,2016-06-22,2016-06-27,611,xxl,white,56,39.9,30928,Mrs,1946-04-30,North Rhine-Westphalia,2015-08-01,1
607,2016-06-22,2016-06-27,155,xxl,denim,5,49.9,30928,Mrs,1946-04-30,North Rhine-Westphalia,2015-08-01,1
608,2016-06-22,2016-06-27,157,unsized,purple,32,0.0,30928,Mrs,1946-04-30,North Rhine-Westphalia,2015-08-01,1
609,2016-06-22,2016-06-27,425,xxl,grey,46,24.9,30928,Mrs,1946-04-30,North Rhine-Westphalia,2015-08-01,1
610,2016-06-22,2016-06-27,157,unsized,purple,32,0.0,30928,Mrs,1946-04-30,North Rhine-Westphalia,2015-08-01,1
611,2016-06-22,2016-07-02,533,xl,ocher,74,29.9,30928,Mrs,1946-04-30,North Rhine-Westphalia,2015-08-01,1
612,2016-06-22,2016-06-26,222,xl,denim,3,19.9,30929,Mrs,1957-12-16,North Rhine-Westphalia,2015-02-17,1
613,2016-06-22,2016-06-26,222,l,purple,3,19.9,30929,Mrs,1957-12-16,North Rhine-Westphalia,2015-02-17,1
614,2016-06-22,2016-06-26,222,xl,purple,3,19.9,30929,Mrs,1957-12-16,North Rhine-Westphalia,2015-02-17,1
615,2016-06-22,2016-06-26,523,l,magenta,3,7.9,30929,Mrs,1957-12-16,North Rhine-Westphalia,2015-02-17,1
616,2016-06-22,2016-06-26,23,40,stained,16,119.9,30929,Mrs,1957-12-16,North Rhine-Westphalia,2015-02-17,1
617,2016-06-22,2016-06-26,523,l,magenta,3,7.9,30929,Mrs,1957-12-16,North Rhine-Westphalia,2015-02-17,1
618,2016-06-22,2016-07-02,173,l,brown,20,19.9,30929,Mrs,1957-12-16,North Rhine-Westphalia,2015-02-17,1
619,2016-06-22,2016-07-04,23,41,stained,16,119.9,30929,Mrs,1957-12-16,North Rhine-Westphalia,2015-02-17,1
620,2016-06-22,2016-07-04,523,xl,magenta,3,7.9,30929,Mrs,1957-12-16,North Rhine-Westphalia,2015-02-17,1
621,2016-06-22,2016-07-04,523,xl,magenta,3,7.9,30929,Mrs,1957-12-16,North Rhine-Westphalia,2015-02-17,1
622,2016-06-22,,896,l,red,33,9.9,30929,Mrs,1957-12-16,North Rhine-Westphalia,2015-02-17,0
623,2016-06-22,2016-06-26,262,37,mocca,12,69.9,16659,Mrs,1972-02-20,Saxony,2015-02-17,1
624,2016-06-22,2016-06-26,150,4,black,19,59.9,16659,Mrs,1972-02-20,Saxony,2015-02-17,0
625,2016-06-22,2016-06-26,266,4,black,19,59.9,16659,Mrs,1972-02-20,Saxony,2015-02-17,1
626,2016-06-22,2016-06-26,1026,29,blue,47,19.9,16659,Mrs,1972-02-20,Saxony,2015-02-17,0
627,2016-06-22,2016-06-26,431,34,blue,51,69.9,16659,Mrs,1972-02-20,Saxony,2015-02-17,1
628,2016-06-22,2016-06-26,30,3,blue,21,49.95,16659,Mrs,1972-02-20,Saxony,2015-02-17,0
629,2016-06-22,2016-06-26,124,m,blue,46,19.9,16659,Mrs,1972-02-20,Saxony,2015-02-17,1
630,2016-06-22,2016-06-26,258,m,white,3,24.9,16659,Mrs,1972-02-20,Saxony,2015-02-17,1
631,2016-06-22,2016-06-26,258,m,black,3,24.9,16659,Mrs,1972-02-20,Saxony,2015-02-17,1
632,2016-06-22,2016-06-26,1380,30,nature,47,19.9,16659,Mrs,1972-02-20,Saxony,2015-02-17,1
633,2016-06-22,2016-06-26,1380,30,nature,47,19.9,16659,Mrs,1972-02-20,Saxony,2015-02-17,1
634,2016-06-22,2016-06-27,62,unsized,red,5,14.9,7180,Mrs,1952-08-09,Lower Saxony,2016-04-11,0
635,2016-06-22,2016-06-27,628,xxl,grey,5,49.9,7180,Mrs,1952-08-09,Lower Saxony,2016-04-11,1
636,2016-06-22,2016-06-27,143,xxl,black,5,49.9,7180,Mrs,1952-08-09,Lower Saxony,2016-04-11,1
637,2016-06-22,2016-06-27,143,xl,olive,5,59.9,7180,Mrs,1952-08-09,Lower Saxony,2016-04-11,1
638,2016-06-22,,296,7+,black,19,39.9,7180,Mrs,1952-08-09,Lower Saxony,2016-04-11,0
639,2016-06-22,,32,xl,black,3,21.9,7180,Mrs,1952-08-09,Lower Saxony,2016-04-11,0
640,2016-06-22,,32,xl,black,3,21.9,7180,Mrs,1952-08-09,Lower Saxony,2016-04-11,0
641,2016-06-22,2016-06-28,100,39,red,43,69.9,30931,Mr,1970-03-29,North Rhine-Westphalia,2015-02-17,1
642,2016-06-22,2016-06-28,100,38,petrol,43,69.9,30931,Mr,1970-03-29,North Rhine-Westphalia,2015-02-17,0
643,2016-06-22,2016-06-28,100,39,petrol,43,69.9,30931,Mr,1970-03-29,North Rhine-Westphalia,2015-02-17,1
644,2016-06-22,2016-06-28,106,38,blue,6,39.9,30931,Mr,1970-03-29,North Rhine-Westphalia,2015-02-17,1
645,2016-06-22,2016-06-28,155,m,berry,5,49.9,30931,Mr,1970-03-29,North Rhine-Westphalia,2015-02-17,1
646,2016-06-22,2016-06-28,106,38,berry,6,39.9,30931,Mr,1970-03-29,North Rhine-Westphalia,2015-02-17,1
647,2016-06-22,2016-06-28,106,38,white,6,39.9,30931,Mr,1970-03-29,North Rhine-Westphalia,2015-02-17,1
648,2016-06-22,2016-06-28,157,unsized,purple,32,0.0,30931,Mr,1970-03-29,North Rhine-Westphalia,2015-02-17,1
649,2016-06-22,2016-06-28,106,38,blue,6,39.9,30931,Mr,1970-03-29,North Rhine-Westphalia,2015-02-17,1
650,2016-06-22,2016-06-28,106,38,blue,6,39.9,30931,Mr,1970-03-29,North Rhine-Westphalia,2015-02-17,0
651,2016-06-22,2016-06-28,157,unsized,purple,32,0.0,30931,Mr,1970-03-29,North Rhine-Westphalia,2015-02-17,0
652,2016-06-22,2016-07-02,100,38,red,43,69.9,30931,Mr,1970-03-29,North Rhine-Westphalia,2015-02-17,1
653,2016-06-22,,103,39,green,17,79.9,7912,Mrs,1959-04-28,Berlin,2015-02-17,0
15,2016-06-23,2016-06-26,2,xxl,mocca,2,19.9,9392,Mrs,1962-04-14,North Rhine-Westphalia,2016-03-24,1
16,2016-06-23,2016-06-26,797,48,brown,6,69.9,9392,Mrs,1962-04-14,North Rhine-Westphalia,2016-03-24,1
17,2016-06-23,2016-06-26,939,xxl,black,2,29.9,9392,Mrs,1962-04-14,North Rhine-Westphalia,2016-03-24,1
18,2016-06-23,2016-06-26,173,xl,brown,20,19.9,9392,Mrs,1962-04-14,North Rhine-Westphalia,2016-03-24,1
19,2016-06-23,2016-06-26,896,xl,red,33,9.9,9392,Mrs,1962-04-14,North Rhine-Westphalia,2016-03-24,1
20,2016-06-23,2016-06-26,896,xxl,grey,33,9.9,9392,Mrs,1962-04-14,North Rhine-Westphalia,2016-03-24,1
21,2016-06-23,2016-06-26,734,42,blue,24,69.9,9392,Mrs,1962-04-14,North Rhine-Westphalia,2016-03-24,1
22,2016-06-23,2016-06-26,454,43,purple,1,99.9,9392,Mrs,1962-04-14,North Rhine-Westphalia,2016-03-24,1
23,2016-06-23,2016-06-26,1074,9,blue,19,69.9,9392,Mrs,1962-04-14,North Rhine-Westphalia,2016-03-24,1
24,2016-06-23,2016-06-26,1378,8+,black,17,99.9,9392,Mrs,1962-04-14,North Rhine-Westphalia,2016-03-24,1
25,2016-06-23,2016-06-26,40,unsized,stained,27,5.5,9392,Mrs,1962-04-14,North Rhine-Westphalia,2016-03-24,1
26,2016-06-23,2016-06-26,92,xl,turquoise,42,69.9,9392,Mrs,1962-04-14,North Rhine-Westphalia,2016-03-24,1
27,2016-06-23,2016-06-26,594,xl,magenta,36,79.9,9392,Mrs,1962-04-14,North Rhine-Westphalia,2016-03-24,1
28,2016-06-23,2016-07-02,2,xxl,green,2,19.9,9392,Mrs,1962-04-14,North Rhine-Westphalia,2016-03-24,0
29,2016-06-23,2016-06-26,138,m,blue,46,19.9,17234,Mrs,1960-01-09,Saxony,2015-02-17,1
30,2016-06-23,2016-06-26,425,m,blue,46,24.9,17234,Mrs,1960-01-09,Saxony,2015-02-17,1
31,2016-06-23,2016-06-26,32,m,brown,3,12.9,17234,Mrs,1960-01-09,Saxony,2015-02-17,0
32,2016-06-23,2016-06-26,173,m,brown,20,19.9,17234,Mrs,1960-01-09,Saxony,2015-02-17,0
33,2016-06-23,2016-06-26,143,m,olive,5,59.9,17234,Mrs,1960-01-09,Saxony,2015-02-17,1
34,2016-06-23,2016-06-26,255,m,olive,37,19.9,17234,Mrs,1960-01-09,Saxony,2015-02-17,1
35,2016-06-23,2016-07-18,87,s,brown,5,39.9,17234,Mrs,1960-01-09,Saxony,2015-02-17,0
36,2016-06-23,2016-07-18,87,l,brown,5,39.9,17234,Mrs,1960-01-09,Saxony,2015-02-17,1
37,2016-06-23,2016-06-26,895,38,white,39,39.95,30826,Mrs,1964-04-27,Baden-Wuerttemberg,2015-02-17,0
38,2016-06-23,2016-06-26,895,40,white,39,39.95,30826,Mrs,1964-04-27,Baden-Wuerttemberg,2015-02-17,1
39,2016-06-23,2016-06-26,780,40,brown,1,99.9,30826,Mrs,1964-04-27,Baden-Wuerttemberg,2015-02-17,1
40,2016-06-23,2016-06-26,780,40+,brown,1,99.9,30826,Mrs,1964-04-27,Baden-Wuerttemberg,2015-02-17,1
41,2016-06-23,2016-06-26,515,unsized,grey,32,9.9,30826,Mrs,1964-04-27,Baden-Wuerttemberg,2015-02-17,1
42,2016-06-23,2016-06-26,394,40,grey,44,105.0,30827,Mrs,,Hamburg,2016-02-09,1
43,2016-06-23,2016-06-26,394,40,black,44,90.0,30827,Mrs,,Hamburg,2016-02-09,1
44,2016-06-23,2016-06-26,448,40,bordeaux,72,59.9,30828,Mrs,1966-05-13,Lower Saxony,2016-01-21,1
45,2016-06-23,2016-06-26,448,42,bordeaux,72,59.9,30828,Mrs,1966-05-13,Lower Saxony,2016-01-21,1
46,2016-06-23,2016-06-26,920,m,grey,6,59.9,30828,Mrs,1966-05-13,Lower Saxony,2016-01-21,1
47,2016-06-23,2016-06-26,108,l,white,46,29.9,30828,Mrs,1966-05-13,Lower Saxony,2016-01-21,1
48,2016-06-23,2016-06-26,32,l,white,3,21.9,30828,Mrs,1966-05-13,Lower Saxony,2016-01-21,1
49,2016-06-23,2016-06-26,5,l,petrol,5,69.9,30828,Mrs,1966-05-13,Lower Saxony,2016-01-21,1
50,2016-06-23,2016-06-26,154,xl,white,33,14.9,30828,Mrs,1966-05-13,Lower Saxony,2016-01-21,1
51,2016-06-23,2016-06-26,154,l,grey,33,14.9,30828,Mrs,1966-05-13,Lower Saxony,2016-01-21,1
52,2016-06-23,2016-06-26,191,l,white,3,21.9,30828,Mrs,1966-05-13,Lower Saxony,2016-01-21,1
53,2016-06-23,2016-06-26,448,40,grey,72,59.9,30828,Mrs,1966-05-13,Lower Saxony,2016-01-21,1
54,2016-06-23,2016-06-26,448,42,grey,72,59.9,30828,Mrs,1966-05-13,Lower Saxony,2016-01-21,1
55,2016-06-23,2016-07-02,611,l,white,56,39.9,30828,Mrs,1966-05-13,Lower Saxony,2016-01-21,1
56,2016-06-23,,5,l,white,5,69.9,30828,Mrs,1966-05-13,Lower Saxony,2016-01-21,0
57,2016-06-23,2016-06-26,85,40,stained,40,79.9,20617,Mrs,1956-05-21,Brandenburg,2016-05-18,1
58,2016-06-23,2016-06-26,173,xl,brown,20,19.9,20617,Mrs,1956-05-21,Brandenburg,2016-05-18,1
59,2016-06-23,2016-06-26,49,48,stained,11,69.9,22948,Mrs,1957-03-11,Baden-Wuerttemberg,2015-02-17,1
60,2016-06-23,2016-06-26,601,xl,grey,56,89.9,22948,Mrs,1957-03-11,Baden-Wuerttemberg,2015-02-17,1
61,2016-06-23,2016-06-26,484,6+,ecru,19,59.9,22948,Mrs,1957-03-11,Baden-Wuerttemberg,2015-02-17,1
62,2016-06-23,2016-06-26,363,40,ecru,40,89.9,22948,Mrs,1957-03-11,Baden-Wuerttemberg,2015-02-17,1
63,2016-06-23,2016-06-26,458,40,black,1,99.9,22948,Mrs,1957-03-11,Baden-Wuerttemberg,2015-02-17,1
64,2016-06-23,,211,40,turquoise,1,69.9,22948,Mrs,1957-03-11,Baden-Wuerttemberg,2015-02-17,0
65,2016-06-23,,55,40,purple,1,89.9,22948,Mrs,1957-03-11,Baden-Wuerttemberg,2015-02-17,0
66,2016-06-23,,74,40,pink,24,69.9,22948,Mrs,1957-03-11,Baden-Wuerttemberg,2015-02-17,0
67,2016-06-23,2016-06-26,126,10,green,21,79.95,613,Mrs,1961-01-15,Lower Saxony,2015-02-17,1
68,2016-06-23,2016-06-26,200,8,grey,12,69.9,30829,Mrs,1968-06-24,Lower Saxony,2015-02-17,1
69,2016-06-23,2016-06-26,193,41,blue,53,49.9,30829,Mrs,1968-06-24,Lower Saxony,2015-02-17,0
70,2016-06-23,2016-06-26,22,l,blue,14,29.9,30830,Mrs,1969-11-03,Bavaria,2016-06-24,1
71,2016-06-23,2016-06-26,22,l,blue,14,39.9,30830,Mrs,1969-11-03,Bavaria,2016-06-24,0
72,2016-06-23,2016-06-26,22,l,grey,14,39.9,30830,Mrs,1969-11-03,Bavaria,2016-06-24,1
73,2016-06-23,2016-06-26,228,7,blue,57,99.9,30830,Mrs,1969-11-03,Bavaria,2016-06-24,0
74,2016-06-23,2016-06-26,126,10,red,21,79.95,30830,Mrs,1969-11-03,Bavaria,2016-06-24,1
75,2016-06-23,2016-06-27,95,42,denim,25,59.9,30830,Mrs,1969-11-03,Bavaria,2016-06-24,0
76,2016-06-23,2016-06-27,95,44,denim,25,59.9,30830,Mrs,1969-11-03,Bavaria,2016-06-24,1
77,2016-06-23,2016-06-27,557,41,grey,1,129.9,30831,Mrs,1964-11-30,Baden-Wuerttemberg,2016-06-24,1
78,2016-06-23,2016-06-26,222,l,brown,3,19.9,16075,Mrs,1969-11-03,Berlin,2015-11-22,0
79,2016-06-23,2016-06-26,255,l,purple,37,19.9,16075,Mrs,1969-11-03,Berlin,2015-11-22,0
80,2016-06-23,2016-06-26,57,l,purple,3,24.9,16075,Mrs,1969-11-03,Berlin,2015-11-22,1
81,2016-06-23,2016-06-26,57,l,red,3,24.9,16075,Mrs,1969-11-03,Berlin,2015-11-22,1
82,2016-06-23,,1116,40,brown,104,39.9,16075,Mrs,1969-11-03,Berlin,2015-11-22,0
83,2016-06-23,2016-06-26,215,l,green,28,59.9,13795,Mrs,1965-01-30,Lower Saxony,2016-04-27,0
84,2016-06-23,2016-06-26,774,38,red,70,129.9,13795,Mrs,1965-01-30,Lower Saxony,2016-04-27,0
85,2016-06-23,2016-06-26,93,l,brown,20,49.9,13795,Mrs,1965-01-30,Lower Saxony,2016-04-27,0
86,2016-06-23,2016-06-26,896,m,grey,33,9.9,10656,Mrs,1968-10-10,Lower Saxony,2015-08-19,0
87,2016-06-23,2016-06-26,172,38,ocher,40,89.9,30832,Family,1963-04-19,Berlin,2015-08-24,1
88,2016-06-23,2016-06-26,7,38,purple,7,9.9,30832,Family,1963-04-19,Berlin,2015-08-24,0
89,2016-06-23,2016-06-29,397,37,blue,53,39.9,30832,Family,1963-04-19,Berlin,2015-08-24,0
90,2016-06-23,,187,xxl,white,14,59.9,19658,Mrs,1951-01-01,Lower Saxony,2016-05-16,0
91,2016-06-23,,896,l,red,33,9.9,30834,Mrs,1970-05-12,Bavaria,2015-02-17,0
92,2016-06-23,,896,l,grey,33,9.9,30834,Mrs,1970-05-12,Bavaria,2015-02-17,0
93,2016-06-23,2016-06-26,27,8,black,19,39.9,30835,Mrs,1951-09-05,Baden-Wuerttemberg,2015-12-29,0
94,2016-06-23,2016-06-26,32,xl,olive,3,24.9,17124,Mrs,1949-03-03,Schleswig-Holstein,2015-08-02,1
95,2016-06-23,2016-06-26,57,xl,olive,3,34.9,17124,Mrs,1949-03-03,Schleswig-Holstein,2015-08-02,0
96,2016-06-23,2016-06-26,57,xl,black,3,34.9,17124,Mrs,1949-03-03,Schleswig-Holstein,2015-08-02,1
97,2016-06-23,2016-06-26,292,8,grey,4,89.9,10900,Mrs,1959-08-22,Bavaria,2016-04-21,0
98,2016-06-23,2016-06-26,313,xxl,red,11,59.9,5415,Mrs,1959-01-03,Bavaria,2015-02-17,1
99,2016-06-23,2016-06-26,118,xxl,berry,6,49.9,5415,Mrs,1959-01-03,Bavaria,2015-02-17,0
100,2016-06-23,2016-06-26,144,xxl,pink,14,29.9,5415,Mrs,1959-01-03,Bavaria,2015-02-17,1
101,2016-06-23,2016-06-26,434,xxl,magenta,28,59.9,5415,Mrs,1959-01-03,Bavaria,2015-02-17,1
102,2016-06-23,2016-06-26,85,40,stained,40,79.9,5415,Mrs,1959-01-03,Bavaria,2015-02-17,1
103,2016-06-23,2016-06-26,122,40,grey,1,79.9,5415,Mrs,1959-01-03,Bavaria,2015-02-17,1
104,2016-06-23,2016-06-26,707,40,champagner,1,79.9,5415,Mrs,1959-01-03,Bavaria,2015-02-17,1
105,2016-06-23,2016-06-26,246,42,purple,40,79.9,25990,Mrs,1949-11-21,North Rhine-Westphalia,2015-02-17,0
106,2016-06-23,2016-06-26,85,42,stained,40,79.9,25990,Mrs,1949-11-21,North Rhine-Westphalia,2015-02-17,0
107,2016-06-23,,246,39,black,40,79.9,3397,Mrs,1957-03-26,Lower Saxony,2015-02-17,0
108,2016-06-23,,246,39,grey,40,79.9,3397,Mrs,1957-03-26,Lower Saxony,2015-02-17,0
109,2016-06-23,,246,40,black,40,79.9,3397,Mrs,1957-03-26,Lower Saxony,2015-02-17,0
110,2016-06-23,2016-06-27,166,36,black,6,69.9,30837,Mrs,1963-02-28,Bavaria,2016-06-24,1
111,2016-06-23,2016-06-27,166,38,white,6,69.9,30837,Mrs,1963-02-28,Bavaria,2016-06-24,1
112,2016-06-23,2016-06-27,166,38,black,6,69.9,30837,Mrs,1963-02-28,Bavaria,2016-06-24,1
113,2016-06-23,2016-06-27,93,s,brown,20,49.9,30837,Mrs,1963-02-28,Bavaria,2016-06-24,1
114,2016-06-23,2016-06-27,93,m,brown,20,49.9,30837,Mrs,1963-02-28,Bavaria,2016-06-24,1
115,2016-06-23,2016-06-27,173,s,brown,20,19.9,30837,Mrs,1963-02-28,Bavaria,2016-06-24,1
116,2016-06-23,2016-06-27,173,m,brown,20,19.9,30837,Mrs,1963-02-28,Bavaria,2016-06-24,1
117,2016-06-23,2016-06-27,126,6+,black,21,79.95,30837,Mrs,1963-02-28,Bavaria,2016-06-24,1
118,2016-06-23,2016-06-27,214,l,grey,49,59.9,30837,Mrs,1963-02-28,Bavaria,2016-06-24,1
119,2016-06-23,2016-06-27,68,l,white,3,19.9,30837,Mrs,1963-02-28,Bavaria,2016-06-24,1
120,2016-06-23,2016-06-26,896,xl,blue,33,9.9,28379,Mrs,1966-10-09,North Rhine-Westphalia,2015-02-17,0
121,2016-06-23,2016-06-26,896,xl,red,33,9.9,28379,Mrs,1966-10-09,North Rhine-Westphalia,2015-02-17,1
122,2016-06-23,2016-06-26,896,xl,grey,33,9.9,28379,Mrs,1966-10-09,North Rhine-Westphalia,2015-02-17,1
123,2016-06-23,2016-06-26,896,xl,grey,33,9.9,28379,Mrs,1966-10-09,North Rhine-Westphalia,2015-02-17,1
124,2016-06-23,2016-06-26,413,xl,black,14,59.9,28379,Mrs,1966-10-09,North Rhine-Westphalia,2015-02-17,1
125,2016-06-23,2016-06-26,895,40,blue,39,39.95,30840,Mrs,1966-09-15,North Rhine-Westphalia,2016-02-21,0
126,2016-06-23,2016-06-26,895,40,blue,39,39.95,30840,Mrs,1966-09-15,North Rhine-Westphalia,2016-02-21,0
127,2016-06-23,2016-06-27,87,l,green,5,79.9,26182,Mrs,1958-04-12,Saxony-Anhalt,2016-06-05,0
128,2016-06-23,2016-06-27,141,l,black,25,69.9,26182,Mrs,1958-04-12,Saxony-Anhalt,2016-06-05,0
129,2016-06-23,2016-06-27,156,44,black,34,29.9,26182,Mrs,1958-04-12,Saxony-Anhalt,2016-06-05,0
130,2016-06-23,2016-06-27,572,l,blue,66,49.95,26182,Mrs,1958-04-12,Saxony-Anhalt,2016-06-05,0
131,2016-06-23,2016-06-27,204,l,denim,5,59.9,26182,Mrs,1958-04-12,Saxony-Anhalt,2016-06-05,0
132,2016-06-23,2016-06-27,246,41,green,40,119.9,26182,Mrs,1958-04-12,Saxony-Anhalt,2016-06-05,0
133,2016-06-23,2016-06-26,895,38,blue,39,39.95,6520,Mrs,1963-02-02,Bavaria,2015-02-17,1
134,2016-06-23,,52,38,white,18,79.9,6520,Mrs,1963-02-02,Bavaria,2015-02-17,0
135,2016-06-23,2016-06-27,34,41,red,23,89.9,30491,Mrs,,Mecklenburg-Western Pomerania,2016-06-22,1
136,2016-06-23,2016-06-27,416,41,green,16,139.9,30491,Mrs,,Mecklenburg-Western Pomerania,2016-06-22,1
137,2016-06-23,2016-06-26,412,42,purple,11,49.9,29177,Mrs,1963-08-27,North Rhine-Westphalia,2015-02-17,1
138,2016-06-23,2016-06-26,47,l,blue,11,79.9,29177,Mrs,1963-08-27,North Rhine-Westphalia,2015-02-17,1
139,2016-06-23,2016-06-26,234,l,petrol,36,59.9,29177,Mrs,1963-08-27,North Rhine-Westphalia,2015-02-17,1
140,2016-06-23,2016-06-26,218,l,turquoise,42,69.9,29177,Mrs,1963-08-27,North Rhine-Westphalia,2015-02-17,0
141,2016-06-23,2016-06-26,210,l,black,2,39.9,29177,Mrs,1963-08-27,North Rhine-Westphalia,2015-02-17,1
142,2016-06-23,2016-06-27,377,40,petrol,57,59.9,30842,not reported,1957-09-10,Bavaria,2016-06-24,0
